TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,SEASON_YEAR
1641726,1641726,Dereck,Lively Jr.,Dereck Lively Jr.,C,,,,,,,,,,,,,2023
1641753,1641753,Chris,Livingston,Chris Livingston,SF,78.0,6' 6.00'',,,219.20,83.25,6' 11.25'',104.5,8' 8.50'',,8.5,9.0,2023
1641754,1641754,Seth,Lundy,Seth Lundy,SF,76.0,6' 4.00'',,,214.40,82.25,6' 10.25'',104.0,8' 8.00'',,8.5,9.0,2023
1631256,1631256,Kevin,McCullar,Kevin McCullar,SF,,,,,,,,,,,,,2023
1641756,1641756,Mike,Miles Jr.,Mike Miles Jr.,PG,72.75,6' 0.75'',,,205.00,72.5,6' 0.50'',96.0,8' 0.00'',,8.0,8.25,2023
1641757,1641757,Jordan,Miller,Jordan Miller,SF,76.5,6' 4.50'',,,191.60,83.75,6' 11.75'',103.5,8' 7.50'',,8.5,9.25,2023
1641706,1641706,Brandon,Miller,Brandon Miller,SF,,,,,,,,,,,,,2023
1631159,1631159,Leonard,Miller,Leonard Miller,PF,81.25,6' 9.25'',,,212.80,86.0,7' 2.00'',106.5,8' 10.50'',,9.5,10.5,2023
1641758,1641758,Judah,Mintz,Judah Mintz,PG,75.0,6' 3.00'',,,176.40,75.5,6' 3.50'',98.0,8' 2.00'',,8.25,9.25,2023
1641759,1641759,Dillon,Mitchell,Dillon Mitchell,PF,78.75,6' 6.75'',,,193.00,82.0,6' 10.00'',105.0,8' 9.00'',,8.25,9.5,2023
1641760,1641760,Omari,Moore,Omari Moore,SG,77.25,6' 5.25'',,,188.60,81.75,6' 9.75'',103.5,8' 7.5'',,9.0,10.25,2023
1631200,1631200,Kris,Murray,Kris Murray,PF,79.75,6' 7.75'',,,212.80,83.75,6' 11.75'',106.0,8' 10.00'',,8.5,9.0,2023
1641761,1641761,Grant,Nelson,Grant Nelson,PF,82.0,6' 10.00'',,,223.40,84.0,7' 0.00'',106.5,8' 10.50'',,9.0,9.5,2023
1641762,1641762,James,Nnaji,James Nnaji,C,,,,,,,,,,,,,2023
1641763,1641763,Julian,Phillips,Julian Phillips,SF,78.75,6' 6.75'',,,196.60,83.5,6' 11.50'',102.0,8' 6.00'',,8.5,9.0,2023
1629618,1629618,Jalen,Pickett,Jalen Pickett,PG,74.0,6' 2.00'',,,197.80,79.25,6' 7.25'',98.5,8' 2.50'',,8.5,7.5,2023
1641764,1641764,Brandin,Podziemski,Brandin Podziemski,SG,75.75,6' 3.75'',,,203.80,77.5,6' 5.50'',96.5,8' 0.50'',,8.25,10.0,2023
1641765,1641765,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,PF,78.75,6' 6.75'',,,212.40,85.0,7' 1.00'',104.0,8' 8.00'',,8.25,10.0,2023
1641712,1641712,Rayan,Rupert,Rayan Rupert,SF,78.0,6' 6.00'',,,193.20,86.0,7' 2.00'',106.0,8' 10.00'',,8.5,9.5,2023
1641766,1641766,Adama,Sanogo,Adama Sanogo,C,79.25,6' 7.25'',,,257.80,86.75,7' 2.75'',108.5,9' 0.50'',,9.75,10.0,2023
1631204,1631204,Marcus,Sasser,Marcus Sasser,PG,73.25,6' 1.25'',,,195.60,79.0,6' 7.00'',99.5,8' 3.50'',,8.75,9.5,2023
1641729,1641729,Brice,Sensabaugh,Brice Sensabaugh,SF,,,,,,,,,,,,,2023
1630545,1630545,Terrence,Shannon Jr.,Terrence Shannon Jr.,SF,77.5,6' 5.50'',,,220.00,80.0,6' 8.00'',102.0,8' 6.00'',,8.25,8.0,2023
1641767,1641767,Ben,Sheppard,Ben Sheppard,SG,77.25,6' 5.25'',,,194.60,79.75,6' 7.75'',100.0,8' 4.00'',,8.5,9.5,2023
1641771,1641771,Jalen,Slawson,Jalen Slawson,PF,78.5,6' 6.50'',,,221.60,83.75,6' 11.75'',106.0,8' 10.00'',,9.0,9.0,2023
1631173,1631173,Terquavion,Smith,Terquavion Smith,SG,74.5,6' 2.50'',,,163.20,78.75,6' 6.75'',98.0,8' 2.00'',,8.5,8.0,2023
1641733,1641733,Nick,Smith Jr.,Nick Smith Jr.,SG,,,,,,,,,,,,,2023
1631124,1631124,Julian,Strawther,Julian Strawther,SF,78.0,6' 6.00'',,,208.80,81.25,6' 9.25'',105.0,8' 9.00'',,8.25,8.25,2023
1641708,1641708,Amen,Thompson,Amen Thompson,SG,77.75,6' 5.75'',,,214.20,84.0,7' 0.00'',103.5,8' 7.50'',,8.5,8.5,2023
1641709,1641709,Ausar,Thompson,Ausar Thompson,SG,77.75,6' 5.75'',,,218.20,84.0,7' 0.00'',104.0,8' 8.00'',,8.75,9.25,2023
1631166,1631166,Drew,Timme,Drew Timme,C,80.75,6' 8.75'',,,243.20,85.75,7' 1.75'',108.5,9' 0.50'',,9.0,10.0,2023
1641772,1641772,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,PF,,,,,,,,,,,,,2023
1631131,1631131,Oscar,Tshiebwe,Oscar Tshiebwe,C,79.25,6' 7.25'',,,253.60,87.5,7' 3.50'',108.0,9' 0.00'',,9.75,10.25,2023
1641773,1641773,Azuolas,Tubelis,Azuolas Tubelis,PF,80.75,6' 8.75'',,,234.80,83.0,6' 11.00'',108.0,9' 0.00'',,9.0,10.5,2023
1641774,1641774,Tristan,Vukcevic,Tristan Vukcevic,C,83.25,6' 11.25'',,,223.40,86.5,7' 2.50'',111.0,9' 3.00'',,9.0,10.25,2023
1641716,1641716,Jarace,Walker,Jarace Walker,PF,78.5,6' 6.50'',,,248.60,86.5,7' 2.50'',104.5,8' 8.50'',,9.0,10.0,2023
1641717,1641717,Cason,Wallace,Cason Wallace,PG,74.5,6' 2.50'',,,195.20,80.5,6' 8.50'',101.0,8' 5.00'',,8.5,9.25,2023
1641775,1641775,Jordan,Walsh,Jordan Walsh,SF,77.75,6' 5.75'',,,204.00,85.75,7' 1.75'',107.0,8' 11.00'',,8.75,8.5,2023
1641705,1641705,Victor,Wembanyama,Victor Wembanyama,C,,,,,,,,,,,,,2023
1641727,1641727,Dariq,Whitehead,Dariq Whitehead,SG,77.75,6' 5.75'',,,217.20,82.25,6' 10.25'',103.5,8' 7.50'',,8.5,10.0,2023
1641715,1641715,Cam,Whitmore,Cam Whitmore,SF,77.75,6' 5.75'',,,235.00,80.5,6' 8.50'',103.5,8' 7.50'',,8.0,8.25,2023
1630592,1630592,Jalen,Wilson,Jalen Wilson,SF,77.5,6' 5.50'',,,230.20,80.0,6' 8.00'',99.5,8' 3.50'',,8.25,9.0,2023
1631209,1631209,Isaiah,Wong,Isaiah Wong,SG,74.5,6' 2.50'',,,178.40,78.75,6' 6.75'',97.5,8' 1.50'',,8.25,9.5,2023
1642369,1642369,Michael,Ajayi,Michael Ajayi,SF,77.75,6' 5.75'',,,227.80,84.75,7' 0.75'',106.5,8' 10.50'',,9.5,9.75,2024
1642351,1642351,Melvin,Ajinca,Melvin Ajinca,SF,79.25,6' 7.25'',,,213.8,79.5,6' 7.5'',106.5,8' 10.5'',,8.5,9.75,2024
1641725,1641725,Trey,Alexander,Trey Alexander,SG,75.25,6' 3.25'',,,187.00,82.5,6' 10.50'',101.5,8' 5.50'',,8.75,10.0,2024
1641891,1641891,Izan,Almansa,Izan Almansa,C,81.25,6' 9.25'',,,219.60,85.0,7' 1.00'',110.0,9' 2.00'',,9.25,9.25,2024
1641736,1641736,Reece,Beekman,Reece Beekman,PG,73.25,6' 1.25'',,,196.44,78.5,6' 6.50'',100.0,8' 4.00'',,8.5,9.0,2024
1641737,1641737,Adem,Bona,Adem Bona,C,80.25,6' 8.25'',,,243.20,87.75,7' 3.75'',108.0,9' 0.00'',,9.5,10.0,2024
1642350,1642350,Trevon,Brazile,Trevon Brazile,PF,81.25,6' 9.25'',,,215.00,87.75,7' 3.75'',108.5,9' 0.50'',,9.0,10.25,2024
1641779,1641779,Jalen,Bridges,Jalen Bridges,SF,78.75,6' 6.75'',,,213.40,82.0,6' 10.00'',105.0,8' 9.00'',,9.0,10.0,2024
1641824,1641824,Matas,Buzelis,Matas Buzelis,SF,80.75,6' 8.75'',,,197.00,82.0,6' 10.00'',105.5,8' 9.50'',,8.5,9.25,2024
1642267,1642267,Carlton,Carrington,Carlton Carrington,PG,75.75,6' 3.75'',,,194.80,80.0,6' 8.00'',99.0,8' 3.00'',,8.5,9.25,2024
1642269,1642269,Devin,Carter,Devin Carter,SG,74.25,6' 2.25'',,,193.00,80.75,6' 8.75'',98.0,8' 2.00'',,8.75,9.0,2024
1642264,1642264,Stephon,Castle,Stephon Castle,SG,77.5,6' 5.50'',,,210.00,81.0,6' 9.00'',102.0,8' 6.00'',,8.75,8.75,2024
1642279,1642279,Ulrich,Chomche,Ulrich Chomche,C,82.25,6' 10.25'',,,232.40,88.0,7' 4.00'',109.0,9' 1.00'',,9.25,10.25,2024
1642353,1642353,Cam,Christie,Cam Christie,SG,76.5,6' 4.50'',,,190.40,80.0,6' 8.00'',101.5,8' 5.50'',,8.0,8.0,2024
1642363,1642363,Nique,Clifford,Nique Clifford,SF,77.0,6' 5.00'',,,198.60,80.0,6' 8.00'',102.0,8' 6.00'',,8.0,9.0,2024
1642270,1642270,Donovan,Clingan,Donovan Clingan,C,85.75,7' 1.75'',,,282.00,90.75,7' 6.75'',115.0,9' 7.00'',,10.0,10.25,2024
1642268,1642268,Isaiah,Collier,Isaiah Collier,PG,74.5,6' 2.50'',,,204.60,76.75,6' 4.75'',97.5,8' 1.50'',,8.5,9.0,2024
1641783,1641783,Tristan,Da Silva,Tristan Da Silva,PF,80.25,6' 8.25'',,,216.80,82.25,6' 10.25'',104.5,8' 8.50'',,9.0,9.5,2024
1642359,1642359,Pacome,Dadiet,Pacome Dadiet,SF,79.75,6' 7.75'',,,216.8,81.0,6' 9'',107.5,8' 11.5'',,8.5,9.0,2024
1642368,1642368,N'Faly,Dante,N'Faly Dante,C,82.0,6' 10.00'',,,260.20,90.0,7' 6.00'',111.0,9' 3.00'',,9.25,10.0,2024
1642265,1642265,Robert,Dillingham,Robert Dillingham,PG,73.0,6' 1.00'',,,164.20,75.0,6' 3.00'',95.0,7' 11.00'',,8.0,8.25,2024
1641743,1641743,Nikola,Djurisic,Nikola Djurisic,SF,79.0,6' 7.00'',,,208.80,80.0,6' 8.00'',102.5,8' 6.50'',,8.5,10.0,2024
1642346,1642346,Ryan,Dunn,Ryan Dunn,PF,78.25,6' 6.25'',,,213.60,85.5,7' 1.50'',103.0,8' 7.00'',,9.0,9.75,2024
1641744,1641744,Zach,Edey,Zach Edey,C,87.75,7' 3.75'',,,299.00,94.75,7' 10.75'',115.0,9' 7.00'',,10.0,10.75,2024
1642348,1642348,Justin,Edwards,Justin Edwards,SF,78.0,6' 6.00'',,,209.40,82.0,6' 10.00'',102.5,8' 6.50'',,8.75,8.75,2024
1642399,1642399,Jesse,Edwards,Jesse Edwards,C,83.5,6' 11.50'',,,236.00,89.0,7' 5.00'',111.0,9' 3.00'',,9.25,10.0,2024
1642407,1642407,Boogie,Ellis,Boogie Ellis,PG-SG,72.75,6' 0.75'',,,185.00,79.0,6' 7.00'',98.0,8' 2.00'',,9.0,9.5,2024
1642271,1642271,Kyle,Filipowski,Kyle Filipowski,PF,82.75,6' 10.75'',,,229.80,82.5,6' 10.50'',107.0,8' 11.00'',,8.75,9.5,2024
1642280,1642280,Trentyn,Flowers,Trentyn Flowers,SF,78.5,6' 6.50'',,,201.40,80.25,6' 8.25'',100.5,8' 4.50'',,8.75,9.5,2024
1642402,1642402,Enrique,Freeman,Enrique Freeman,PF,79.25,6' 7.25'',,,212.00,86.0,7' 2.00'',108.0,9' 0.00'',,8.75,10.0,2024
1642277,1642277,Johnny,Furphy,Johnny Furphy,SF,79.5,6' 7.50'',,,188.80,80.0,6' 8.00'',104.5,8' 8.50'',,8.0,9.5,2024
1642273,1642273,Kyshawn,George,Kyshawn George,SF,79.0,6' 7.00'',,,208.80,82.25,6' 10.25'',105.0,8' 9.00'',,9.0,10.25,2024
1642360,1642360,Tyon,Grant-Foster,Tyon Grant-Foster,SF,77.75,6' 5.75'',,,215.20,83.75,6' 11.75'',104.0,8' 8.00'',,8.75,9.25,2024
1641790,1641790,PJ,Hall,PJ Hall,C,80.25,6' 8.25'',,,239.60,85.5,7' 1.50'',103.5,8' 7.50'',,9.0,9.75,2024
1641746,1641746,Coleman,Hawkins,Coleman Hawkins,PF,80.25,6' 8.25'',,,215.20,84.0,7' 0.00'',107.0,8' 11.00'',,8.75,8.75,2024
1641842,1641842,Ron,Holland II,Ron Holland II,SF,78.5,6' 6.50'',,,196.80,82.75,6' 10.75'',104.0,8' 8.00'',,8.75,9.0,2024
1641747,1641747,DaRon,Holmes II,DaRon Holmes II,C,80.75,6' 8.75'',,,236.20,85.0,7' 1.00'',108.0,9' 0.00'',,8.75,9.0,2024
1630574,1630574,Ariel,Hukporti,Ariel Hukporti,C,82.75,6' 10.75'',,,246.20,86.5,7' 2.50'',111.0,9' 3.00'',,9.25,10.25,2024
1642345,1642345,Oso,Ighodaro,Oso Ighodaro,C,81.5,6' 9.50'',,,222.00,83.0,6' 11.00'',104.5,8' 8.50'',,9.0,10.0,2024
1631127,1631127,Harrison,Ingram,Harrison Ingram,SF,77.25,6' 5.25'',,,233.60,84.25,7' 0.25'',102.5,8' 6.50'',,9.0,10.25,2024
1642355,1642355,Bronny,James,Bronny James,SG,73.5,6' 1.50'',,,210.40,79.25,6' 7.25'',98.5,8' 2.50'',,8.5,9.5,2024
1642358,1642358,AJ,Johnson,AJ Johnson,SG,76.25,6' 4.25'',,,167.00,80.5,6' 8.50'',102.0,8' 6.00'',,8.5,8.5,2024
1642352,1642352,Keshad,Johnson,Keshad Johnson,PF,78.25,6' 6.25'',,,224.00,82.25,6' 10.25'',103.0,8' 7.00'',,9.25,10.75,2024
1641794,1641794,Dillon,Jones,Dillon Jones,SF,76.5,6' 4.50'',,,236.80,83.0,6' 11.00'',100.5,8' 4.50'',,9.0,9.25,2024
1642357,1642357,David,Jones,David Jones,SF,75.5,6' 3.50'',,,211.20,78.75,6' 6.75'',100.0,8' 4.00'',,8.5,9.5,2024
1642403,1642403,Isaac,Jones,Isaac Jones,C,79.75,6' 7.75'',,,235.00,87.0,7' 3.00'',108.0,9' 0.00'',,9.25,10.25,2024
1642284,1642284,Alex,Karaban,Alex Karaban,PF,78.5,6' 6.50'',,,219.20,83.0,6' 11.00'',106.5,8' 10.50'',,8.75,9.25,2024
1641752,1641752,Bobi,Klintman,Bobi Klintman,PF,80.75,6' 8.75'',,,212.20,83.0,6' 11.00'',106.5,8' 10.50'',,8.75,10.0,2024
1642261,1642261,Dalton,Knecht,Dalton Knecht,SF,77.25,6' 5.25'',,,212.20,81.0,6' 9.00'',103.5,8' 7.50'',,8.5,9.5,2024
1642278,1642278,Tyler,Kolek,Tyler Kolek,PG,73.25,6' 1.25'',,,196.60,74.75,6' 2.75'',95.0,7' 11.00'',,8.25,9.5,2024
1641796,1641796,Pelle,Larsson,Pelle Larsson,SG,77.25,6' 5.25'',,,212.40,79.5,6' 7.50'',102.0,8' 6.00'',,8.75,10.25,2024
1642272,1642272,Jared,McCain,Jared McCain,SG,74.0,6' 2.00'',,,203.20,75.5,6' 3.50'',98.0,8' 2.00'',,8.25,9.5,2024
1641755,1641755,Kevin,McCullar Jr.,Kevin McCullar Jr.,SF,77.25,6' 5.25'',,,205.80,81.0,6' 9.00'',103.0,8' 7.00'',,8.75,9.5,2024
1642274,1642274,Yves,Missi,Yves Missi,C,82.75,6' 10.75'',,,229.40,86.0,7' 2.00'',109.5,9' 1.50'',,9.5,10.0,2024
1642349,1642349,Ajay,Mitchell,Ajay Mitchell,PG,75.25,6' 3.25'',,,197.00,78.25,6' 6.25'',101.0,8' 5.00'',,8.5,8.5,2024
1642367,1642367,Jonathan,Mogbo,Jonathan Mogbo,PF,78.25,6' 6.25'',,,217.20,86.0,7' 2.00'',108.5,9' 0.50'',,8.75,8.75,2024
1641803,1641803,Tristen,Newton,Tristen Newton,PG,75.25,6' 3.25'',,,191.80,78.75,6' 6.75'',100.0,8' 4.00'',,8.5,9.0,2024
1642361,1642361,Juan,Nunez,Juan Nunez,PG,76.0,6' 4'',,,205.6,78.5,6' 6.5'',102.0,8' 6'',,8.5,9.5,2024
1642366,1642366,Quinten,Post,Quinten Post,C,84.0,7' 0.00'',,,244.40,86.5,7' 2.50'',112.0,9' 4.00'',,9.25,10.0,2024
1641810,1641810,Antonio,Reeves,Antonio Reeves,SG,76.5,6' 4.50'',,,186.60,80.25,6' 8.25'',100.5,8' 4.50'',,9.0,10.0,2024
1642258,1642258,Zaccharie,Risacher,Zaccharie Risacher,SF,80.5,6' 8.5'',,,194.6,81.5,6' 9.5'',107.0,8' 11'',,8.5,8.75,2024
1642283,1642283,Jaxson,Robinson,Jaxson Robinson,SG,76.75,6' 4.75'',,,188.60,83.25,6' 11.25'',103.0,8' 7.00'',,9.0,9.5,2024
1642275,1642275,Tidjane,Salaun,Tidjane Salaun,PF,80.75,6' 8.75'',,,217.4,85.5,7' 1.5'',110.0,9' 2'',,8.5,9.75,2024
1642282,1642282,Hunter,Sallis,Hunter Sallis,SG,75.5,6' 3.50'',,,179.40,81.75,6' 9.75'',100.5,8' 4.50'',,8.0,9.5,2024
1642362,1642362,Payton,Sandfort,Payton Sandfort,SF,78.25,6' 6.25'',,,212.00,80.0,6' 8.00'',104.0,8' 8.00'',,8.5,9.0,2024
1642259,1642259,Alexandre,Sarr,Alexandre Sarr,C,83.75,6' 11.75'',,,224.20,88.25,7' 4.25'',110.0,9' 2.00'',,9.0,10.0,2024
1631248,1631248,Baylor,Scheierman,Baylor Scheierman,SF,78.25,6' 6.25'',,,201.60,80.25,6' 8.25'',102.5,8' 6.50'',,9.25,9.75,2024
1641813,1641813,Mark,Sears,Mark Sears,PG,70.25,5' 10.25'',,,192.40,74.0,6' 2.00'',92.0,7' 8.00'',,8.0,8.5,2024
1630545,1630545,Terrence,Shannon Jr.,Terrence Shannon Jr.,SF,77.75,6' 5.75'',,,219.40,80.75,6' 8.75'',100.0,8' 4.00'',,8.75,8.5,2024
1642347,1642347,Jamal,Shead,Jamal Shead,PG,72.25,6' 0.25'',,,200.80,75.0,6' 3.00'',96.0,8' 0.00'',,8.25,8.75,2024
1642263,1642263,Reed,Sheppard,Reed Sheppard,PG,73.75,6' 1.75'',,,181.60,75.25,6' 3.25'',93.5,7' 9.50'',,7.75,9.0,2024
1642354,1642354,KJ,Simpson,KJ Simpson,PG,72.25,6' 0.25'',,,187.00,76.5,6' 4.50'',93.5,7' 9.50'',,8.25,9.25,2024
1641890,1641890,Tyler,Smith,Tyler Smith,PF,81.0,6' 9.00'',,,223.80,85.0,7' 1.00'',105.0,8' 9.00'',,8.5,9.0,2024
1642285,1642285,Cam,Spencer,Cam Spencer,SG,75.0,6' 3.00'',,,201.80,77.0,6' 5.00'',98.5,8' 2.50'',,8.5,9.75,2024
1641772,1641772,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,PF,80.25,6' 8.25'',,,205.00,86.5,7' 2.50'',109.0,9' 1.00'',,9.0,10.0,2024
1642260,1642260,Nikola,Topic,Nikola Topic,PG,77.75,6' 5.75'',,,203,77.5,6' 5.5'',102.0,8' 6'',,8.0,9.0,2024
1642356,1642356,JT,Toppin,JT Toppin,PF,79.0,6' 7.00'',,,221.00,84.5,7' 0.50'',106.0,8' 10.00'',,9.25,9.25,2024
1642281,1642281,Jaylon,Tyson,Jaylon Tyson,SF,77.5,6' 5.50'',,,218.20,80.0,6' 8.00'',102.5,8' 6.50'',,8.25,9.5,2024
1642266,1642266,Ja'Kobe,Walter,Ja'Kobe Walter,SG,76.25,6' 4.25'',,,197.60,82.0,6' 10.00'',102.5,8' 6.50'',,8.75,9.75,2024
1642276,1642276,Kel'el,Ware,Kel'el Ware,C,83.75,6' 11.75'',,,230.00,88.5,7' 4.50'',112.5,9' 4.50'',,9.5,10.25,2024
1642364,1642364,Jamir,Watkins,Jamir Watkins,SF,77.0,6' 5.00'',,,211.60,82.75,6' 10.75'',104.0,8' 8.00'',,9.0,9.5,2024
1642377,1642377,Jaylen,Wells,Jaylen Wells,SF,78.5,6' 6.50'',,,206.20,79.25,6' 7.25'',103.5,8' 7.50'',,8.25,9.25,2024
1642262,1642262,Cody,Williams,Cody Williams,SF,78.5,6' 6.50'',,,178.40,85.0,7' 1.00'',103.0,8' 7.00'',,8.25,9.0,2024
